"Gene","Module"
"bgh04963","blue"
"bgh04978","yellow"
"bghG004315000001001","turquoise"
"bghG004315000002001","blue"
"bgh00862","yellow"
"bgh01240","yellow"
"bgh04646","green"
"bgh06588","turquoise"
"bghG004322000001001","turquoise"
"bghG004322000002001","turquoise"
"bgh00730","green"
"bgh00575","green"
"bgh02402","brown"
"bgh01243","brown"
"bgh05144","turquoise"
"bgh03824","blue"
"bgh06168","brown"
"bgh06878","blue"
"bgh02817","blue"
"bgh02840","brown"
"bgh05192","red"
"bgh00084","yellow"
"bgh04314","yellow"
"bgh06383","brown"
"bgh00229","yellow"
"bgh00230","yellow"
"bgh05295","black"
"bgh00176","blue"
"bgh04289","turquoise"
"bgh02604","red"
"bgh05221","green"
"bgh05873","red"
"bgh06478","blue"
"bghG004352000001001","yellow"
"bgh05088","yellow"
"bgh05440","brown"
"bgh06575","blue"
"bgh02600","yellow"
"bgh05355","brown"
"bgh06489","blue"
"bgh02602","yellow"
"bgh04291","yellow"
"bgh05193","turquoise"
"bgh00116","green"
"bgh03095","turquoise"
"bgh05049","purple"
"bgh00170","yellow"
"bgh00243","yellow"
"bghG004360000001001","turquoise"
"bghG004360000002001","brown"
"bghG004363000001001","turquoise"
"bgh02404","blue"
"bgh03508","blue"
"bgh03946","turquoise"
"bgh03302","pink"
"bghG004371000001001","black"
"bgh02011","brown"
"bgh02012","red"
"bgh01995","pink"
"bghG004373000001001","brown"
"bghG004373000002001","blue"
"bgh00685","green"
"bghG004373000003001","pink"
"bghG004374000001001","brown"
"bghG004376000001001","brown"
"bghG004377000001001","brown"
"bgh00947","yellow"
"bghG004378000001001","red"
"bghG004392000001001","turquoise"
"bghG004392000002001","turquoise"
"bgh01906","blue"
"bgh05964","green"
"bgh00736","blue"
"bgh04094","blue"
"bgh00948","turquoise"
"bgh01745","blue"
"bgh01743","brown"
"bghG004401000001001","brown"
"bgh01735","brown"
"bgh01741","blue"
"bgh02497","green"
"bgh00950","green"
"bgh01736","red"
"bgh03042","turquoise"
"bgh03028","green"
"bghG004439000001001","brown"
"bgh06311","brown"
"bgh04031","red"
"bgh04032","green"
"bghG004450000001001","blue"
"bgh01970","yellow"
"bgh01987","green"
"bghG004459000001001","brown"
"bghG004459000002001","brown"
"bgh01527","red"
"bgh06013","yellow"
"bgh01526","blue"
"bgh04773","pink"
"bgh06913","blue"
"bgh04669","turquoise"
"bghG004465000001001","brown"
"bgh06554","green"
"bgh01516","turquoise"
"bgh06531","blue"
"bgh03255","black"
"bgh02945","turquoise"
"bgh04727","brown"
"bgh05418","blue"
"bgh04888","brown"
"bgh06468","turquoise"
"bgh01521","turquoise"
"bgh06437","pink"
"bgh01522","yellow"
"bgh00592","green"
"bgh00593","yellow"
"bgh00596","blue"
"bgh01523","turquoise"
"bgh01532","blue"
"bgh00595","turquoise"
"bgh01533","blue"
"bgh03709","turquoise"
"bgh00581","brown"
"bgh04889","brown"
"bgh01525","blue"
"bgh02966","turquoise"
"bgh00122","brown"
"bgh03256","yellow"
"bgh03607","red"
"bgh03609","yellow"
"bgh01828","brown"
"bgh00059","blue"
"bghG004541000001001","blue"
"bgh01400","yellow"
"bgh01778","brown"
"bgh01785","blue"
"bgh01390","brown"
"bgh01399","turquoise"
"bghG004546000001001","black"
"bgh00060","black"
"bgh00512","yellow"
"bghG004551000002001","brown"
"bgh03656","green"
"bgh01867","turquoise"
"bgh02746","turquoise"
"bghG004551000001001","blue"
"bgh05372","turquoise"
"bgh05429","blue"
"bgh01389","blue"
"bgh00439","green"
"bgh01868","green"
"bgh04437","yellow"
"bgh06513","green"
"bgh06740","turquoise"
"bghG004556000001001","yellow"
"bgh03078","yellow"
"bgh03084","yellow"
"bgh06666","brown"
"bgh01385","green"
"bgh03328","brown"
"bgh01383","blue"
"bgh01384","green"
"bgh01391","brown"
"bgh00669","black"
"bgh01087","blue"
"bgh01782","brown"
"bgh01791","black"
"bgh03115","black"
"bgh06498","black"
"bgh01861","brown"
"bgh02652","blue"
"bgh02361","blue"
"bgh01436","brown"
"bgh04306","turquoise"
"bgh01276","brown"
"bgh00455","blue"
"bgh04246","blue"
"bgh00456","turquoise"
"bgh00447","yellow"
"bgh00448","yellow"
"bgh00467","blue"
"bgh04877","turquoise"
"bgh05180","yellow"
"bgh00457","black"
"bgh05181","blue"
"bgh02884","brown"
"bgh06071","red"
"bgh00466","blue"
"bgh00449","yellow"
"bgh00461","green"
"bgh00450","turquoise"
"bgh00464","red"
"bgh00465","turquoise"
"bghG004598000001001","brown"
"bgh00186","turquoise"
"bghG004602000001001","turquoise"
"bgh02634","green"
"bgh04642","blue"
"bgh04673","yellow"
"bgh06672","yellow"
"bgh00451","turquoise"
"bgh00462","turquoise"
"bgh00463","turquoise"
"bgh06195","blue"
"bgh01536","turquoise"
"bgh00274","yellow"
"bgh00722","turquoise"
"bgh00725","blue"
"bgh00728","blue"
"bgh02225","turquoise"
"bgh02226","magenta"
"bgh00452","blue"
"bgh00460","turquoise"
"bgh05059","blue"
"bgh00453","blue"
"bgh05253","black"
"bgh01537","blue"
"bgh01538","red"
"bgh01540","blue"
"bgh03969","blue"
"bgh00454","yellow"
"bgh02227","blue"
"bgh00459","blue"
"bgh04873","turquoise"
"bgh00305","blue"
"bgh00458","turquoise"
"bgh04734","brown"
"bgh03422","red"
"bgh03925","red"
"bgh03691","turquoise"
"bgh05172","magenta"
"bgh05363","yellow"
"bgh05847","blue"
"bghG004621000001001","brown"
"bgh03977","yellow"
"bgh04693","turquoise"
"bgh00627","yellow"
"bgh02590","brown"
"bgh04722","turquoise"
"bgh05057","turquoise"
"bgh03711","green"
"bgh04683","green"
"bgh04686","green"
"bgh04689","green"
"bgh01021","turquoise"
"bgh06464","turquoise"
"bgh06836","turquoise"
"bgh04720","turquoise"
"bgh02547","blue"
"bgh01921","red"
"bgh02605","brown"
"bgh04717","turquoise"
"bgh00244","yellow"
"bgh04824","red"
"bgh01919","yellow"
"bgh01920","yellow"
"bgh04713","blue"
"bgh06856","yellow"
"bgh01918","brown"
"bgh04711","turquoise"
"bgh04676","green"
"bgh05467","yellow"
"bgh01917","turquoise"
"bgh05404","brown"
"bgh06173","turquoise"
"bgh01682","brown"
"bgh06607","yellow"
"bgh01675","turquoise"
"bgh04706","black"
"bgh04528","brown"
"bgh00772","blue"
"bgh06923","turquoise"
"bgh01002","red"
"bgh01003","turquoise"
"bgh04617","yellow"
"bgh05996","turquoise"
"bghG004647000001001","turquoise"
"bgh01358","turquoise"
"bgh01520","brown"
"bgh01004","turquoise"
"bgh01368","yellow"
"bgh05735","blue"
"bghG004658000001001","turquoise"
"bgh05167","turquoise"
"bgh05267","turquoise"
"bgh00002","turquoise"
"bgh04852","yellow"
"bgh00428","brown"
"bghG004674000001001","blue"
"bgh00407","brown"
"bgh00415","turquoise"
"bgh00378","brown"
"bgh00389","brown"
"bgh02243","red"
"bgh05182","turquoise"
"bgh00419","pink"
"bgh06425","turquoise"
"bgh00405","yellow"
"bgh00406","red"
"bgh00416","brown"
"bgh06363","green"
"bghG004685000001001","turquoise"
"bgh06352","magenta"
"bgh00211","brown"
"bgh00404","brown"
"bgh06465","blue"
"bghG004686000001001","brown"
"bgh05957","brown"
"bgh02089","brown"
"bgh02848","brown"
"bgh00779","blue"
"bgh03697","turquoise"
"bgh00041","blue"
"bgh02954","blue"
"bgh05775","turquoise"
"bgh01900","red"
"bghG004728000001001","blue"
"bgh03027","brown"
"bgh04326","blue"
"bgh05063","turquoise"
"bgh05064","blue"
"bgh00578","turquoise"
"bgh03743","green"
"bgh05004","green"
"bgh00440","green"
"bgh00586","red"
"bgh00210","green"
"bgh00568","blue"
"bgh03179","turquoise"
"bgh01118","red"
"bgh03174","yellow"
"bgh00291","turquoise"
"bgh00832","green"
"bgh06685","blue"
"bgh05699","turquoise"
"bgh03034","green"
"bgh00833","yellow"
"bgh02969","black"
"bgh05155","brown"
"bgh04333","turquoise"
"bgh04682","black"
"bghG004747000001001","blue"
"bgh02037","blue"
"bgh05965","turquoise"
"bgh06192","turquoise"
"bgh05691","turquoise"
"bgh06850","turquoise"
"bgh01767","yellow"
"bgh01768","blue"
"bghG004751000001001","blue"
"bgh00830","turquoise"
"bghG004753000001001","turquoise"
"bgh04316","brown"
"bgh06134","blue"
"bgh00831","brown"
"bgh02458","turquoise"
"bgh02460","brown"
"bgh03947","green"
"bgh00075","blue"
"bgh01071","blue"
"bgh00197","green"
"bgh03085","turquoise"
"bgh05460","magenta"
"bgh01070","black"
"bgh03520","black"
"bgh06135","brown"
"bgh02725","yellow"
"bghG004771000001001","black"
"bgh01073","brown"
"bgh01827","yellow"
"bgh05611","blue"
"bghG004772000001001","red"
"bgh00143","turquoise"
"bgh01072","blue"
"bgh02810","brown"
"bgh03044","green"
"bgh03524","blue"
"bgh05509","red"
"bgh05867","green"
"bgh00483","red"
"bgh01717","blue"
"bgh02658","yellow"
"bgh03647","turquoise"
"bghG004792000001001","turquoise"
"bgh03953","blue"
"bghG004797000001001","blue"
"bgh03823","blue"
"bgh04168","yellow"
"bgh00556","red"
"bgh00066","yellow"
"bgh05011","blue"
"bgh03821","green"
"bgh06747","green"
"bgh02371","yellow"
"bgh05165","blue"
"bgh05287","yellow"
"bgh01591","turquoise"
"bgh01592","turquoise"
"bgh00092","pink"
"bgh03065","black"
"bgh03056","blue"
"bgh00946","brown"
"bgh01230","turquoise"
"bgh04928","green"
"bgh05471","brown"
"bgh01074","blue"
"bgh06461","blue"
"bgh05327","green"
"bgh03532","green"
"bgh05397","blue"
"bgh05839","blue"
"bgh01841","black"
"bgh01846","blue"
"bgh01837","blue"
"bgh01849","magenta"
"bgh05303","yellow"
"bghG004848000001001","yellow"
"bgh00200","yellow"
"bgh02134","turquoise"
"bgh02660","red"
"bgh05082","red"
"bgh05274","green"
"bgh06000","brown"
"bghG004850000001001","brown"
"bgh05723","red"
"bgh06329","yellow"
"bgh02451","yellow"
"bgh05080","blue"
"bgh05081","yellow"
"bgh06524","yellow"
"bgh00742","red"
"bgh00345","blue"
"bgh02974","blue"
"bgh02316","yellow"
"bgh02450","turquoise"
"bgh02403","blue"
"bgh03860","yellow"
"bghG004871000001001","brown"
"bghG004871000002001","brown"
"bgh02327","turquoise"
"bgh06902","turquoise"
"bgh02341","blue"
"bgh02356","blue"
"bgh03423","black"
"bgh04615","red"
"bgh02379","yellow"
"bgh02383","brown"
"bgh04610","red"
"bgh04630","magenta"
"bgh03118","black"
"bgh03119","blue"
"bgh03426","turquoise"
"bgh00509","red"
"bgh05206","turquoise"
"bgh01559","brown"
"bgh04391","blue"
"bgh04395","red"
"bgh00237","turquoise"
"bgh03298","blue"
"bghG004886000001001","blue"
"bghG004886000002001","blue"
"bgh02240","blue"
"bgh04545","brown"
"bgh04547","turquoise"
"bgh02949","brown"
"bgh02950","red"
"bgh06571","turquoise"
"bgh02258","blue"
"bgh01763","turquoise"
"bgh01765","blue"
"bgh02009","blue"
"bgh02006","turquoise"
"bgh05568","green"
"bgh02003","turquoise"
"bgh05602","turquoise"
"bgh00735","blue"
"bgh01769","blue"
"bgh04905","turquoise"
"bgh01652","blue"
"bgh01756","turquoise"
"bgh01753","black"
"bgh02502","blue"
"bgh05842","blue"
"bgh01761","black"
"bgh02504","turquoise"
"bghG004904000001001","brown"
"bgh06945","blue"
"bgh04867","yellow"
"bgh00289","red"
"bgh01514","blue"
"bgh05441","blue"
"bgh06065","brown"
"bgh06256","yellow"
"bghG004910000001001","turquoise"
"bghG004910000003001","brown"
"bghG004910000002001","brown"
"bgh02872","turquoise"
"bgh01513","turquoise"
"bghG004913000001001","brown"
"bgh01502","blue"
"bgh02368","yellow"
"bgh04747","brown"
"bgh02335","brown"
"bgh04505","turquoise"
"bgh01518","magenta"
"bgh01506","turquoise"
"bgh01509","green"
"bgh01510","red"
"bgh00119","turquoise"
"bgh02357","yellow"
"bgh01504","pink"
"bgh01505","black"
"bgh02332","yellow"
"bgh04712","brown"
"bgh01512","turquoise"
"bgh03003","turquoise"
"bgh01501","blue"
"bgh04704","yellow"
"bgh02345","green"
"bghG004922000001001","brown"
"bgh02326","turquoise"
"bgh02339","turquoise"
"bgh05736","yellow"
"bgh01813","turquoise"
"bgh01500","turquoise"
"bgh01519","yellow"
"bgh04264","blue"
"bgh05378","blue"
"bgh06422","yellow"
"bghG004927000001001","brown"
"bgh01499","turquoise"
"bgh01794","brown"
"bgh03635","yellow"
"bgh05547","turquoise"
"bghG004928000001001","brown"
"bgh01803","brown"
"bgh00304","blue"
"bgh01806","black"
"bgh06620","blue"
"bgh01798","turquoise"
"bghG004933000001001","turquoise"
"bgh00673","turquoise"
"bgh02130","blue"
"bgh06853","yellow"
"bghG004934000002001","yellow"
"bgh02129","red"
"bgh02128","blue"
"bgh03168","turquoise"
"bgh03170","turquoise"
"bgh02136","turquoise"
"bgh00331","green"
"bgh01472","green"
"bgh02837","blue"
"bgh01879","turquoise"
"bgh01581","brown"
"bgh02140","red"
"bgh02125","brown"
"bgh02127","turquoise"
"bgh03282","turquoise"
"bgh05444","turquoise"
"bgh06966","turquoise"
"bgh00402","black"
"bgh03962","yellow"
"bgh00208","green"
"bgh06223","green"
"bgh06953","turquoise"
"bgh05454","yellow"
"bgh05696","brown"
"bgh00178","yellow"
"bgh02124","red"
"bgh02135","yellow"
"bghG004953000001001","black"
"bgh02968","yellow"
"bgh03661","magenta"
"bgh05469","blue"
"bgh02086","red"
"bgh05304","blue"
"bgh01413","purple"
"bgh02672","blue"
"bgh05886","blue"
"bghG004968000001001","brown"
"bgh04995","brown"
"bgh04996","turquoise"
"bgh02667","yellow"
"bgh02674","brown"
"bgh02675","blue"
"bgh00106","brown"
"bgh02313","green"
"bgh02869","pink"
"bgh02870","red"
"bgh05834","blue"
"bgh05832","blue"
"bgh06282","blue"
"bgh02302","blue"
"bgh00889","red"
"bgh02063","blue"
"bghG004980000001001","pink"
"bgh02067","brown"
"bghG004981000001001","turquoise"
"bgh02065","brown"
"bgh02249","turquoise"
"bghG004982000001001","turquoise"
"bghG004983000001001","turquoise"
"bghG004983000002001","green"
"bghG004983000003001","turquoise"
"bghG004983000004001","brown"
"bghG004984000001001","green"
"bgh02019","blue"
"bgh02020","red"
"bgh02251","blue"
"bgh02252","turquoise"
"bgh02253","turquoise"
"bgh02064","blue"
"bgh02069","blue"
"bgh03753","red"
"bgh02254","magenta"
"bgh02255","turquoise"
"bgh02743","brown"
"bgh03791","brown"
"bgh00051","blue"
"bghG005001000001001","turquoise"
"bgh03009","turquoise"
"bgh03019","black"
"bgh00026","turquoise"
"bgh01066","red"
"bgh06910","blue"
"bgh02795","yellow"
"bgh05102","green"
"bgh00795","blue"
"bghG005039000001001","blue"
"bgh03008","yellow"
"bgh06608","brown"
"bgh00543","brown"
"bgh06445","turquoise"
"bgh02507","blue"
"bgh04812","pink"
"bgh00983","blue"
"bgh01009","brown"
"bgh01801","blue"
"bgh05973","green"
"bgh06260","turquoise"
"bgh01784","turquoise"
"bgh01793","blue"
"bgh05170","turquoise"
"bgh00358","black"
"bgh01700","yellow"
"bgh05046","blue"
"bgh04605","turquoise"
"bgh06796","turquoise"
"bgh00978","red"
"bgh00979","blue"
"bgh00980","pink"
"bgh04368","blue"
"bgh00355","red"
"bgh06250","turquoise"
"bgh03098","brown"
"bgh04552","brown"
"bgh05275","brown"
"bgh00086","turquoise"
"bgh03335","red"
"bgh04551","brown"
"bgh00768","brown"
"bgh06049","turquoise"
"bgh04581","blue"
"bgh05764","green"
"bgh00349","blue"
"bgh00607","green"
"bgh04582","magenta"
"bgh04579","green"
"bgh00603","blue"
"bgh06686","magenta"
"bghG005086000001001","turquoise"
"bgh04550","brown"
"bgh06092","turquoise"
"bghG005088000002001","blue"
"bgh04549","yellow"
"bgh02528","blue"
"bgh04548","blue"
"bgh04572","green"
"bghG005088000001001","brown"
"bgh04874","blue"
"bgh00207","yellow"
"bgh06570","brown"
"bgh03156","black"
"bgh02453","blue"
"bgh02454","turquoise"
"bgh01143","green"
"bgh03062","brown"
"bgh00635","green"
"bgh00071","brown"
"bgh06342","blue"
"bgh04522","blue"
"bgh00270","red"
"bghG005103000001001","blue"
"bgh06676","pink"
"bgh00190","turquoise"
"bgh00809","brown"
"bgh03853","brown"
"bgh01771","brown"
"bgh03083","green"
"bgh03099","turquoise"
"bgh01451","green"
"bgh02377","blue"
"bgh02727","green"
"bgh02609","yellow"
"bgh02372","turquoise"
"bgh05162","turquoise"
"bgh01450","red"
"bgh02607","red"
"bgh02616","blue"
"bgh04823","blue"
"bgh01455","blue"
"bgh02610","black"
"bgh02611","turquoise"
"bgh02615","turquoise"
"bgh01453","yellow"
"bgh03216","yellow"
"bgh03143","blue"
"bgh00802","blue"
"bgh03573","blue"
"bgh00820","green"
"bgh02951","brown"
"bgh03681","turquoise"
"bgh03779","turquoise"
"bgh00705","yellow"
"bgh05538","blue"
"bgh01452","blue"
"bgh05130","yellow"
"bgh01165","turquoise"
"bgh05513","brown"
"bgh00683","brown"
"bgh00684","black"
"bgh01470","blue"
"bgh01980","green"
"bgh01997","brown"
"bgh01998","brown"
"bgh01468","turquoise"
"bgh04502","green"
"bgh05527","yellow"
"bgh00269","turquoise"
"bgh01270","turquoise"
"bgh05558","blue"
"bgh01777","black"
"bgh03836","blue"
"bgh04126","blue"
"bgh00300","brown"
"bgh00306","blue"
"bgh05202","green"
"bgh00132","green"
"bgh02973","purple"
"bghG005160000001001","turquoise"
"bgh01268","brown"
"bgh03617","blue"
"bgh01263","blue"
"bgh01266","brown"
"bgh00301","blue"
"bgh04212","blue"
"bgh05158","turquoise"
"bgh00821","blue"
"bgh02811","green"
"bgh06210","brown"
"bgh00094","turquoise"
"bgh00597","brown"
"bgh05154","brown"
"bgh00822","pink"
"bgh05233","pink"
"bgh00302","brown"
"bgh05085","yellow"
"bgh05239","turquoise"
"bgh05207","brown"
"bgh05204","turquoise"
"bgh04127","green"
"bgh04216","red"
"bgh01821","brown"
"bgh04131","yellow"
"bgh01890","yellow"
"bgh00310","blue"
"bgh05231","blue"
"bgh04134","brown"
"bgh06705","blue"
"bgh05263","blue"
"bgh04132","turquoise"
"bgh05203","pink"
"bgh05238","green"
"bgh01297","red"
"bgh00632","turquoise"
"bgh00633","turquoise"
"bgh00130","turquoise"
"bgh03787","turquoise"
"bgh03788","turquoise"
"bgh02843","turquoise"
"bghG005233000001001","brown"
"bghG005255000001001","brown"
"bgh01737","turquoise"
"bgh01754","blue"
"bgh03020","yellow"
"bgh06491","black"
"bgh03741","turquoise"
"bghG005266000001001","brown"
"bghG005293000001001","brown"
"bgh00097","green"
"bgh04433","black"
"bgh01033","blue"
"bgh06016","turquoise"
"bghG005298000001001","turquoise"
"bghG005298000002001","turquoise"
"bgh03574","brown"
"bgh03576","yellow"
"bgh05911","blue"
"bghG005299000001001","brown"
"bgh01038","yellow"
"bgh04054","red"
"bgh05868","magenta"
"bgh03122","blue"
"bgh05375","blue"
"bgh04055","yellow"
"bgh04189","turquoise"
"bgh04950","blue"
"bgh04952","turquoise"
"bgh01034","brown"
"bgh01035","red"
"bgh04434","red"
"bgh04435","turquoise"
"bgh01991","green"
"bgh01993","blue"
"bgh01036","black"
"bgh00941","brown"
"bgh02470","pink"
"bgh02586","blue"
"bgh04777","blue"
"bghG005311000001001","brown"
"bgh02468","blue"
"bgh05244","yellow"
"bgh03879","turquoise"
"bgh04410","yellow"
"bgh01039","red"
"bgh06042","brown"
"bgh00763","blue"
"bgh04057","turquoise"
"bghG005316000001001","red"
"bgh02791","brown"
"bgh04523","green"
"bgh02307","blue"
"bgh04542","turquoise"
"bghG005329000001001","brown"
"bgh02288","blue"
"bgh02300","green"
"bgh05677","yellow"
"bgh02235","blue"
"bgh03908","brown"
"bgh02239","yellow"
"bgh03049","blue"
"bgh04619","red"
"bgh06303","magenta"
"bgh02921","yellow"
"bgh02399","blue"
"bgh04688","yellow"
"bghG005332000001001","red"
"bgh00438","turquoise"
"bgh06605","black"
"bgh02435","black"
"bghG005334000001001","blue"
"bgh03299","yellow"
"bghG005335000001001","black"
"bgh00332","green"
"bgh03748","brown"
"bgh04855","turquoise"
"bgh05717","brown"
"bgh00145","green"
"bgh04707","brown"
"bgh04748","turquoise"
"bgh05608","pink"
"bgh01445","turquoise"
"bgh01446","brown"
"bgh01447","turquoise"
"bgh04668","turquoise"
"bgh01005","yellow"
"bgh05499","turquoise"
"bgh01444","brown"
"bghG005342000001001","yellow"
"bgh04746","blue"
"bgh00719","green"
"bgh01441","turquoise"
"bgh01442","blue"
"bgh05258","black"
"bgh06447","blue"
"bgh05409","yellow"
"bgh02452","blue"
"bghG005344000001001","green"
"bgh02558","green"
"bghG005355000001001","turquoise"
"bgh00871","red"
"bgh01963","turquoise"
"bgh02608","green"
"bgh06448","green"
"bgh00879","yellow"
"bgh01936","red"
"bgh01961","turquoise"
"bgh01931","yellow"
"bgh01962","turquoise"
"bgh01930","green"
"bgh01934","red"
"bgh02090","blue"
"bgh01929","yellow"
"bgh00124","green"
"bgh00188","red"
"bgh00366","red"
"bgh00491","blue"
"bgh04286","yellow"
"bgh04829","blue"
"bgh06707","green"
"bgh00490","brown"
"bgh03672","yellow"
"bgh03286","turquoise"
"bgh03472","yellow"
"bgh06248","blue"
"bgh02822","green"
"bgh05494","black"
"bgh04285","turquoise"
"bgh03648","black"
"bgh05777","red"
"bghG005398000001001","brown"
"bgh04284","blue"
"bghG005399000001001","brown"
"bgh03473","blue"
"bghG005399000002001","blue"
"bgh04283","red"
"bgh05632","black"
"bgh02386","green"
"bgh04280","brown"
"bghG005400000001001","brown"
"bgh06050","red"
"bgh04613","blue"
"bghG005404000001001","green"
"bgh00771","green"
"bgh01774","turquoise"
"bghG005404000002001","blue"
"bgh03247","brown"
"bgh04869","yellow"
"bgh04276","yellow"
"bgh03446","blue"
"bgh04279","blue"
"bgh02641","pink"
"bgh04275","turquoise"
"bgh05015","brown"
"bgh00017","turquoise"
"bghG005420000001001","turquoise"
"bgh05160","turquoise"
"bgh05145","brown"
"bghG005435000001001","turquoise"
"bgh00046","blue"
"bgh00892","turquoise"
"bghG005449000001001","yellow"
"bgh00022","blue"
"bgh00801","blue"
"bgh00192","purple"
"bghG005458000001001","turquoise"
"bgh00549","blue"
"bgh04844","blue"
"bghG005461000001001","turquoise"
"bgh03885","red"
"bghG005464000001001","green"
"bgh00869","black"
"bgh03945","blue"
"bgh00868","black"
"bgh04912","red"
"bgh00865","blue"
"bgh00866","blue"
"bgh04660","blue"
"bgh06228","green"
"bgh06543","blue"
"bgh00867","blue"
"bgh06201","turquoise"
"bghG005474000001001","brown"
"bgh03262","green"
"bgh03263","yellow"
"bgh04842","turquoise"
"bgh00160","green"
"bgh02267","brown"
"bgh04618","pink"
"bgh04968","green"
"bgh01648","turquoise"
"bgh02026","turquoise"
"bgh02150","turquoise"
"bgh06196","black"
"bgh02555","yellow"
"bgh02556","pink"
"bgh03507","turquoise"
"bgh03454","magenta"
"bgh05596","purple"
"bghG005480000002001","brown"
"bgh01804","blue"
"bgh02025","yellow"
"bgh04805","turquoise"
"bgh04966","brown"
"bghG005483000001001","blue"
"bgh01814","green"
"bgh00522","turquoise"
"bgh04967","yellow"
"bgh02576","brown"
"bgh04609","blue"
"bgh01982","turquoise"
"bgh04622","brown"
"bgh06896","blue"
"bgh03825","turquoise"
"bgh01938","blue"
"bgh06315","red"
"bgh06400","blue"
"bgh04627","brown"
"bgh01883","brown"
"bgh04629","blue"
"bgh06289","blue"
"bgh00069","turquoise"
"bgh01819","blue"
"bgh01842","blue"
"bgh05142","blue"
"bgh06046","magenta"
"bgh03965","turquoise"
"bgh05123","brown"
"bgh02827","turquoise"
"bghG005501000001001","turquoise"
"bgh01759","green"
"bgh02772","green"
"bgh01912","turquoise"
"bgh01589","brown"
"bgh01590","magenta"
"bgh01908","green"
"bgh01913","black"
"bgh01915","green"
"bgh05761","brown"
"bgh01907","brown"
"bgh05784","yellow"
"bgh02599","turquoise"
"bghG005518000001001","yellow"
"bghG005518000002001","brown"
"bgh01903","turquoise"
"bgh02148","blue"
"bgh02149","turquoise"
"bgh02245","brown"
"bgh02147","blue"
"bgh00370","red"
"bgh02242","yellow"
"bgh02244","blue"
"bgh02781","yellow"
"bgh00369","brown"
"bgh03380","brown"
"bghG005534000002001","blue"
"bgh03921","turquoise"
"bgh06218","red"
"bgh00997","turquoise"
"bgh04839","blue"
"bghG005534000001001","turquoise"
"bgh02218","turquoise"
"bghG005534000003001","turquoise"
"bgh02847","magenta"
"bgh05656","turquoise"
"bghG005536000001001","brown"
"bgh02248","yellow"
"bgh03707","turquoise"
"bgh06582","blue"
"bgh02846","yellow"
"bgh02780","yellow"
"bgh01882","turquoise"
"bgh03048","black"
"bgh02867","turquoise"
"bgh03230","brown"
"bgh06068","green"
"bgh05645","green"
"bgh06865","brown"
"bgh01433","turquoise"
"bgh01585","turquoise"
"bgh02186","brown"
"bgh06849","blue"
"bghG005548000001001","yellow"
"bgh01584","blue"
"bgh00161","green"
"bgh01580","blue"
"bgh01587","red"
"bgh05591","blue"
"bgh06194","blue"
"bgh02187","brown"
"bgh02993","magenta"
"bgh01988","turquoise"
"bgh03551","blue"
"bgh05290","pink"
"bgh04953","black"
"bgh00029","green"
"bghG005569000001001","blue"
"bghG005569000002001","blue"
"bgh06706","brown"
"bgh04593","turquoise"
"bgh03963","turquoise"
"bgh04591","blue"
"bgh04592","yellow"
"bgh05009","red"
"bghG005573000001001","blue"
"bgh02937","yellow"
"bgh05152","turquoise"
"bgh00901","blue"
"bgh02681","yellow"
"bgh05437","red"
"bgh00902","magenta"
"bgh06421","pink"
"bgh02662","yellow"
"bgh02664","green"
"bgh00079","red"
"bgh00906","green"
"bgh02247","yellow"
"bgh02261","turquoise"
"bgh02936","turquoise"
"bgh05157","yellow"
"bgh00098","turquoise"
"bgh05302","brown"
"bgh05453","pink"
"bgh00929","turquoise"
"bgh01651","turquoise"
"bgh02906","blue"
"bgh04808","blue"
"bgh03445","turquoise"
"bghG005606000001001","brown"
"bgh03291","pink"
"bgh02041","black"
"bgh05166","yellow"
"bgh06167","pink"
"bgh00678","brown"
"bgh00726","brown"
"bgh02066","yellow"
"bgh01208","black"
"bgh02183","black"
"bgh02005","blue"
"bgh02015","red"
"bghG005613000001001","magenta"
"bgh01244","turquoise"
"bgh04856","green"
"bghG005615000001001","blue"
"bgh02002","blue"
"bgh04233","brown"
"bgh01253","green"
"bgh02013","turquoise"
"bgh05347","blue"
"bgh01255","brown"
"bgh06116","yellow"
"bgh05836","brown"
"bgh01388","blue"
"bgh04438","blue"
"bgh03726","brown"
"bgh03768","magenta"
"bgh03770","green"
"bgh00755","turquoise"
"bgh01397","yellow"
"bgh05401","red"
"bgh01386","black"
"bgh00163","brown"
"bgh03281","turquoise"
"bgh03283","brown"
"bgh05032","brown"
"bgh01387","brown"
"bgh01394","yellow"
"bgh03279","yellow"
"bgh03280","turquoise"
"bgh03776","turquoise"
"bgh02431","green"
"bgh02644","blue"
"bgh04764","blue"
"bgh06074","green"
"bgh04969","red"
"bgh04970","pink"
"bgh04971","red"
"bgh06477","black"
"bgh02646","blue"
"bgh02592","blue"
"bgh02645","red"
"bgh04738","blue"
"bgh02591","red"
"bgh04749","turquoise"
"bgh04761","green"
"bgh06166","turquoise"
"bgh05179","green"
"bgh05985","green"
"bgh03097","turquoise"
"bgh04568","yellow"
"bgh04601","black"
"bgh01656","blue"
"bgh04768","yellow"
"bgh04779","blue"
"bgh03630","turquoise"
"bgh04570","blue"
"bgh01683","magenta"
"bgh01687","red"
"bgh01694","yellow"
"bgh01696","red"
"bgh02539","turquoise"
"bgh04733","blue"
"bgh02642","yellow"
"bgh02643","magenta"
"bgh04728","yellow"
"bgh04802","yellow"
