"Gene","Module"
"bgh03570","blue"
"bgh02296","green"
"bgh04944","red"
"bgh02776","blue"
"bgh05285","blue"
"bgh05289","green"
"bgh06679","blue"
"bghG003027000002001","blue"
"bghG003027000003001","turquoise"
"bgh00049","blue"
"bgh01212","blue"
"bgh03657","blue"
"bgh04028","yellow"
"bgh05284","turquoise"
"bgh06848","yellow"
"bgh02687","brown"
"bgh03183","red"
"bgh02684","brown"
"bgh02935","yellow"
"bgh05482","brown"
"bgh04664","magenta"
"bgh05450","red"
"bgh00417","red"
"bgh01279","green"
"bgh01310","red"
"bgh05368","brown"
"bgh01479","yellow"
"bgh02315","red"
"bgh05334","blue"
"bgh01685","turquoise"
"bgh02322","turquoise"
"bgh00151","blue"
"bgh00213","yellow"
"bgh00005","green"
"bgh00007","blue"
"bgh01475","brown"
"bgh00317","black"
"bgh00214","yellow"
"bgh01473","green"
"bgh01664","blue"
"bgh04138","yellow"
"bgh04507","yellow"
"bgh06235","red"
"bgh04506","green"
"bgh01781","green"
"bgh02174","turquoise"
"bgh05853","red"
"bgh02178","turquoise"
"bgh02177","red"
"bgh02250","brown"
"bgh02054","turquoise"
"bgh02062","turquoise"
"bgh02175","turquoise"
"bghG003071000001001","brown"
"bgh02809","magenta"
"bgh05665","turquoise"
"bgh00848","black"
"bgh02173","blue"
"bgh03295","turquoise"
"bgh00167","yellow"
"bgh06642","blue"
"bgh02176","blue"
"bgh05466","blue"
"bgh00857","blue"
"bgh05294","turquoise"
"bghG003090000001001","turquoise"
"bgh01776","yellow"
"bgh05781","black"
"bgh06921","brown"
"bgh03487","blue"
"bgh05025","blue"
"bgh03160","blue"
"bgh05296","blue"
"bgh01570","green"
"bgh01602","blue"
"bgh03982","blue"
"bgh05485","brown"
"bgh01577","black"
"bgh03101","brown"
"bgh03104","green"
"bgh03420","brown"
"bgh03602","blue"
"bgh04670","black"
"bgh01622","brown"
"bgh03718","red"
"bgh04143","green"
"bgh04744","yellow"
"bgh00164","turquoise"
"bgh00545","blue"
"bgh01609","brown"
"bgh04501","black"
"bgh03896","pink"
"bgh00945","green"
"bgh03902","turquoise"
"bgh03972","brown"
"bgh01612","yellow"
"bgh01636","green"
"bgh06327","yellow"
"bgh00347","red"
"bgh00890","turquoise"
"bgh01604","green"
"bgh01610","blue"
"bgh02095","turquoise"
"bgh02097","turquoise"
"bgh04205","brown"
"bgh02835","turquoise"
"bgh03693","turquoise"
"bghG003125000001001","blue"
"bgh02096","magenta"
"bgh02098","brown"
"bgh03659","yellow"
"bgh06457","yellow"
"bghG003125000002001","blue"
"bgh03928","brown"
"bgh03266","magenta"
"bgh02099","turquoise"
"bgh05667","green"
"bgh06175","brown"
"bghG003126000003001","turquoise"
"bgh05087","turquoise"
"bgh06946","yellow"
"bgh03267","blue"
"bghG003126000001001","black"
"bgh04864","brown"
"bgh05787","brown"
"bgh01659","blue"
"bgh01835","blue"
"bgh01843","turquoise"
"bgh03134","turquoise"
"bgh06073","turquoise"
"bgh02104","yellow"
"bgh02707","blue"
"bgh04559","yellow"
"bgh02101","green"
"bgh02103","red"
"bgh04554","turquoise"
"bgh06602","turquoise"
"bgh01792","turquoise"
"bgh03699","green"
"bgh04093","turquoise"
"bgh00660","turquoise"
"bgh04095","turquoise"
"bgh02355","blue"
"bgh06222","yellow"
"bgh02979","blue"
"bgh03474","green"
"bgh03696","turquoise"
"bghG003171000001001","brown"
"bgh00276","turquoise"
"bgh02650","pink"
"bgh02651","blue"
"bgh03878","brown"
"bghG003198000001001","magenta"
"bgh03577","blue"
"bghG003198000002001","blue"
"bghG003198000003001","turquoise"
"bghG003198000004001","brown"
"bgh03716","black"
"bgh02679","brown"
"bgh03228","turquoise"
"bgh02655","yellow"
"bgh02656","turquoise"
"bgh03227","brown"
"bgh01221","yellow"
"bgh00634","black"
"bgh01640","black"
"bgh01646","turquoise"
"bgh01649","green"
"bgh01641","blue"
"bgh06967","brown"
"bgh06180","yellow"
"bgh06346","red"
"bgh00559","yellow"
"bgh01639","green"
"bgh04930","green"
"bgh06323","blue"
"bgh01645","yellow"
"bgh04863","green"
"bghG003228000001001","blue"
"bgh04834","green"
"bgh06160","turquoise"
"bgh04536","pink"
"bgh04819","brown"
"bgh01637","brown"
"bgh04367","black"
"bgh03504","yellow"
"bgh03760","red"
"bgh06646","blue"
"bgh01644","brown"
"bgh04772","turquoise"
"bgh04821","brown"
"bgh01642","turquoise"
"bgh04672","green"
"bgh06845","green"
"bgh01285","red"
"bgh05757","blue"
"bgh01287","yellow"
"bgh00391","green"
"bgh00395","pink"
"bghG003256000001001","yellow"
"bgh00442","pink"
"bgh00385","yellow"
"bgh00387","blue"
"bgh00372","yellow"
"bgh00398","red"
"bgh00397","brown"
"bgh00374","turquoise"
"bgh00386","turquoise"
"bgh00810","blue"
"bgh03833","blue"
"bgh05896","blue"
"bgh00388","turquoise"
"bgh00373","yellow"
"bgh06656","blue"
"bgh00863","blue"
"bgh04871","blue"
"bgh00390","pink"
"bgh00907","blue"
"bgh05186","turquoise"
"bgh00028","magenta"
"bgh00399","blue"
"bgh03589","green"
"bghG003266000001001","brown"
"bgh04425","brown"
"bgh04426","black"
"bgh05373","yellow"
"bgh01026","yellow"
"bgh00140","turquoise"
"bgh01025","yellow"
"bgh03176","purple"
"bgh04424","yellow"
"bgh02962","yellow"
"bgh06382","yellow"
"bgh01022","blue"
"bgh05714","yellow"
"bgh01023","green"
"bgh03867","turquoise"
"bgh04974","turquoise"
"bgh06130","turquoise"
"bgh02367","yellow"
"bgh00547","blue"
"bgh06225","blue"
"bgh03089","brown"
"bgh03305","turquoise"
"bgh03317","brown"
"bghG003276000001001","turquoise"
"bgh01027","blue"
"bgh01024","brown"
"bghG003276000002001","blue"
"bgh06063","black"
"bgh04427","blue"
"bgh06562","black"
"bgh03606","brown"
"bgh00712","turquoise"
"bgh02231","black"
"bgh04719","blue"
"bgh03604","blue"
"bgh04732","blue"
"bgh04743","red"
"bgh00500","turquoise"
"bgh06548","red"
"bgh01944","brown"
"bgh00703","blue"
"bghG003293000001001","pink"
"bgh04721","magenta"
"bgh06863","green"
"bgh00242","green"
"bgh06024","turquoise"
"bgh01000","blue"
"bghG003293000002001","blue"
"bgh00702","turquoise"
"bgh01709","turquoise"
"bgh06684","blue"
"bgh04814","turquoise"
"bgh05448","brown"
"bghG003307000001001","brown"
"bgh00168","turquoise"
"bgh01232","turquoise"
"bgh04643","blue"
"bgh05103","turquoise"
"bgh05992","turquoise"
"bgh01231","brown"
"bgh03893","yellow"
"bgh01197","blue"
"bgh01198","blue"
"bgh01228","red"
"bgh04797","blue"
"bghG003327000001001","yellow"
"bgh01617","blue"
"bgh01899","green"
"bgh02411","black"
"bgh01889","black"
"bgh01620","turquoise"
"bgh01621","turquoise"
"bgh04344","blue"
"bgh00891","green"
"bgh02845","yellow"
"bgh01887","brown"
"bghG003332000001001","turquoise"
"bgh02917","turquoise"
"bgh00951","green"
"bgh05042","blue"
"bgh02916","green"
"bgh00953","brown"
"bghG003337000001001","turquoise"
"bgh00888","blue"
"bgh00957","brown"
"bgh00968","black"
"bgh00969","red"
"bgh02553","blue"
"bghG003347000001001","brown"
"bghG003364000001001","turquoise"
"bghG003366000001001","brown"
"bgh02442","yellow"
"bgh06285","yellow"
"bgh00144","turquoise"
"bgh04904","blue"
"bghG003379000001001","green"
"bgh02429","blue"
"bgh02426","blue"
"bgh02432","blue"
"bgh02433","brown"
"bgh04828","brown"
"bgh02427","yellow"
"bgh02428","yellow"
"bgh02434","brown"
"bgh03759","blue"
"bgh03533","blue"
"bgh01423","turquoise"
"bgh06655","red"
"bgh01573","blue"
"bgh00272","red"
"bgh03040","turquoise"
"bgh03088","green"
"bgh00280","brown"
"bgh00782","turquoise"
"bgh01572","yellow"
"bgh02761","blue"
"bgh02883","yellow"
"bgh04322","red"
"bgh03850","turquoise"
"bgh05884","yellow"
"bgh02766","magenta"
"bgh02759","turquoise"
"bgh05926","green"
"bgh05091","magenta"
"bgh06232","red"
"bgh00295","green"
"bgh06949","turquoise"
"bgh04695","red"
"bgh01373","red"
"bgh04436","yellow"
"bgh01367","black"
"bgh04029","green"
"bghG003422000001001","brown"
"bgh01360","blue"
"bgh01365","yellow"
"bgh02275","pink"
"bgh01370","pink"
"bgh01372","black"
"bgh01524","pink"
"bgh02274","turquoise"
"bgh02271","brown"
"bgh02273","turquoise"
"bgh05702","blue"
"bgh00258","yellow"
"bgh03859","blue"
"bgh04561","turquoise"
"bgh03054","red"
"bghG003441000001001","brown"
"bghG003441000002001","blue"
"bgh00128","brown"
"bgh01371","turquoise"
"bgh06183","yellow"
"bgh06912","brown"
"bghG003444000001001","turquoise"
"bgh01084","blue"
"bgh01085","turquoise"
"bgh01095","yellow"
"bgh06564","blue"
"bgh00383","magenta"
"bgh01094","magenta"
"bgh01096","turquoise"
"bgh04194","turquoise"
"bgh01091","yellow"
"bgh01101","yellow"
"bgh04740","turquoise"
"bgh01083","red"
"bgh01086","turquoise"
"bgh01097","turquoise"
"bgh01098","turquoise"
"bgh00733","magenta"
"bgh01357","turquoise"
"bgh00732","brown"
"bgh04195","green"
"bgh05031","turquoise"
"bgh03180","blue"
"bgh01088","brown"
"bgh01099","blue"
"bgh01100","green"
"bgh01103","yellow"
"bgh00239","blue"
"bgh02771","yellow"
"bghG003452000001001","turquoise"
"bgh01092","brown"
"bgh06159","pink"
"bgh03163","blue"
"bgh03165","yellow"
"bgh03166","blue"
"bgh03188","green"
"bgh05174","brown"
"bgh01093","yellow"
"bgh03252","red"
"bgh06819","brown"
"bgh02543","blue"
"bgh03007","turquoise"
"bghG003457000001001","brown"
"bgh03193","yellow"
"bgh04267","yellow"
"bgh06434","red"
"bgh02465","black"
"bgh03192","black"
"bgh02914","red"
"bgh03189","blue"
"bgh03190","brown"
"bgh03191","yellow"
"bgh04269","turquoise"
"bgh00136","brown"
"bgh05669","blue"
"bghG003462000001001","turquoise"
"bgh01173","blue"
"bgh01174","green"
"bgh02873","brown"
"bgh05759","blue"
"bgh06641","brown"
"bgh03556","yellow"
"bgh03559","yellow"
"bgh06750","turquoise"
"bgh00530","blue"
"bgh00531","turquoise"
"bgh02696","turquoise"
"bgh02698","black"
"bgh02802","blue"
"bgh02804","red"
"bgh02806","turquoise"
"bgh03205","blue"
"bgh03206","blue"
"bgh05399","green"
"bgh02440","brown"
"bgh03201","blue"
"bgh03203","brown"
"bgh06254","red"
"bghG003477000001001","brown"
"bgh02702","blue"
"bgh02808","magenta"
"bgh02699","green"
"bgh02807","green"
"bgh03197","green"
"bgh03683","turquoise"
"bgh03240","blue"
"bgh03200","turquoise"
"bgh02653","green"
"bgh03447","yellow"
"bgh06711","turquoise"
"bgh01877","turquoise"
"bgh01878","yellow"
"bgh01393","blue"
"bgh00157","turquoise"
"bgh01392","brown"
"bgh06324","blue"
"bgh06302","magenta"
"bgh01416","brown"
"bgh01417","brown"
"bgh02744","brown"
"bghG003497000001001","brown"
"bgh00774","brown"
"bgh01380","green"
"bgh01382","yellow"
"bgh06198","turquoise"
"bgh02087","turquoise"
"bgh00589","brown"
"bgh02083","green"
"bgh05730","blue"
"bgh03973","brown"
"bghG003562000001001","turquoise"
"bgh04886","green"
"bghG003565000001001","blue"
"bgh00251","brown"
"bgh05196","turquoise"
"bgh06894","brown"
"bgh00788","blue"
"bgh00154","turquoise"
"bgh03781","yellow"
"bgh04965","brown"
"bgh05307","brown"
"bgh03342","blue"
"bgh05313","brown"
"bgh05306","yellow"
"bghG003574000002001","turquoise"
"bghG003574000001001","brown"
"bgh04223","yellow"
"bgh00932","blue"
"bgh04222","blue"
"bgh04210","black"
"bgh06172","yellow"
"bghG003577000001001","brown"
"bgh04215","yellow"
"bgh04213","turquoise"
"bgh04214","blue"
"bgh05138","yellow"
"bgh04211","blue"
"bgh06840","blue"
"bgh04612","red"
"bgh06220","blue"
"bgh06713","brown"
"bgh02584","red"
"bgh01945","brown"
"bgh01946","turquoise"
"bgh01947","blue"
"bghG003584000001001","turquoise"
"bgh01815","yellow"
"bgh05021","turquoise"
"bgh06661","red"
"bgh03477","turquoise"
"bgh03827","brown"
"bgh05115","blue"
"bghG003594000001001","blue"
"bgh03475","red"
"bgh03479","green"
"bgh03774","red"
"bgh03784","red"
"bgh04937","brown"
"bgh04938","blue"
"bgh04940","yellow"
"bgh06714","turquoise"
"bgh01855","turquoise"
"bgh00314","red"
"bgh05452","red"
"bgh03272","brown"
"bgh04571","turquoise"
"bgh00679","green"
"bgh03214","brown"
"bgh01461","blue"
"bgh02312","brown"
"bgh00354","black"
"bgh01456","blue"
"bgh01462","turquoise"
"bgh00015","turquoise"
"bgh00334","brown"
"bgh00336","red"
"bgh05047","yellow"
"bgh00030","green"
"bgh01463","turquoise"
"bgh00346","turquoise"
"bgh02311","turquoise"
"bgh04948","turquoise"
"bgh00864","yellow"
"bgh00338","red"
"bgh04947","turquoise"
"bgh05486","black"
"bgh00333","yellow"
"bgh06883","brown"
"bgh04043","turquoise"
"bgh05051","yellow"
"bgh00340","yellow"
"bgh05023","turquoise"
"bgh05940","brown"
"bgh06459","turquoise"
"bgh02436","brown"
"bgh06466","blue"
"bgh00341","brown"
"bgh04631","black"
"bgh02266","green"
"bgh03777","pink"
"bgh05003","turquoise"
"bgh04898","yellow"
"bgh05851","green"
"bgh04389","yellow"
"bgh05640","blue"
"bgh06768","yellow"
"bgh03243","blue"
"bgh03798","yellow"
"bgh03799","yellow"
"bgh03082","blue"
"bgh00591","green"
"bgh03373","turquoise"
"bgh03455","blue"
"bgh03797","turquoise"
"bgh00253","red"
"bgh00279","green"
"bgh03583","blue"
"bgh03796","blue"
"bghG003669000001001","turquoise"
"bgh03503","brown"
"bgh00016","turquoise"
"bgh02626","magenta"
"bgh05647","blue"
"bgh01122","green"
"bgh03371","green"
"bgh03494","blue"
"bgh06348","blue"
"bgh05506","blue"
"bgh05633","blue"
"bgh02126","yellow"
"bgh04903","blue"
"bgh06756","brown"
"bgh01986","magenta"
"bgh06864","turquoise"
"bgh00717","blue"
"bgh02443","green"
"bgh06272","blue"
"bgh00718","brown"
"bgh02365","black"
"bgh00139","turquoise"
"bgh02438","brown"
"bgh02321","yellow"
"bghG003696000001001","blue"
"bgh02444","yellow"
"bgh05504","blue"
"bghG003699000002001","yellow"
"bgh03204","blue"
"bgh05427","blue"
"bgh01840","brown"
"bgh02459","blue"
"bgh05778","magenta"
"bgh01955","turquoise"
"bgh01956","turquoise"
"bgh05022","blue"
"bgh02844","blue"
"bgh03814","turquoise"
"bgh02164","turquoise"
"bgh02401","pink"
"bgh02163","blue"
"bgh02464","blue"
"bgh06752","turquoise"
"bgh02159","brown"
"bgh02162","red"
"bgh06958","blue"
"bgh00033","blue"
"bgh02160","blue"
"bgh02161","blue"
"bgh05280","black"
"bgh02391","green"
"bgh03903","turquoise"
"bgh05338","turquoise"
"bghG003735000001001","yellow"
"bghG003742000001001","turquoise"
"bgh05765","turquoise"
"bgh03109","turquoise"
"bgh00327","turquoise"
"bgh03225","brown"
"bgh05053","red"
"bgh05953","green"
"bgh05966","green"
"bghG003743000001001","brown"
"bgh03967","brown"
"bgh00985","yellow"
"bgh00113","turquoise"
"bgh02265","brown"
"bgh05731","turquoise"
"bgh03682","blue"
"bgh05400","turquoise"
"bgh01760","blue"
"bgh00298","turquoise"
"bgh04983","turquoise"
"bgh06287","yellow"
"bgh01718","turquoise"
"bgh01757","pink"
"bgh03094","brown"
"bgh01722","blue"
"bgh01726","blue"
"bgh06204","blue"
"bgh01291","turquoise"
"bgh01289","turquoise"
"bgh01292","green"
"bgh01288","turquoise"
"bgh03327","blue"
"bgh05711","turquoise"
"bgh01185","green"
"bgh05871","black"
"bgh06022","blue"
"bgh01293","green"
"bgh04984","brown"
"bghG003798000001001","pink"
"bghG003799000001001","brown"
"bgh01323","green"
"bghG003803000001001","brown"
"bgh01324","blue"
"bgh00182","pink"
"bgh06081","green"
"bgh06113","blue"
"bgh01325","pink"
"bgh01329","brown"
"bgh02279","brown"
"bgh06525","green"
"bghG003813000001001","brown"
"bghG003813000002001","turquoise"
"bghG003813000003001","green"
"bgh01337","turquoise"
"bgh02143","turquoise"
"bgh02278","turquoise"
"bgh00612","magenta"
"bgh00614","turquoise"
"bgh06901","turquoise"
"bghG003815000002001","brown"
"bghG003815000003001","green"
"bgh00006","red"
"bgh01474","yellow"
"bgh01327","blue"
"bgh01338","yellow"
"bgh01339","yellow"
"bgh02740","turquoise"
"bgh03210","yellow"
"bgh00265","yellow"
"bgh01478","blue"
"bgh01484","green"
"bgh00191","red"
"bgh04987","turquoise"
"bgh05754","turquoise"
"bgh02152","brown"
"bgh02151","yellow"
"bgh06486","green"
"bgh02153","brown"
"bgh05408","brown"
"bghG003843000001001","brown"
"bgh00437","green"
"bgh06789","green"
"bgh03679","brown"
"bgh02238","turquoise"
"bgh02237","yellow"
"bgh05216","green"
"bgh02257","brown"
"bgh05107","brown"
"bghG003847000001001","brown"
"bgh04663","brown"
"bgh00813","blue"
"bgh03832","blue"
"bgh02779","blue"
"bgh00861","yellow"
"bgh05112","brown"
"bgh00715","blue"
"bgh00716","purple"
"bgh00887","brown"
"bgh03855","green"
"bgh02337","turquoise"
"bgh03757","green"
"bgh04662","yellow"
"bgh05229","turquoise"
"bgh02236","brown"
"bgh05177","purple"
"bgh06137","turquoise"
"bgh02232","green"
"bgh02233","green"
"bgh02234","yellow"
"bgh02353","blue"
"bgh00533","brown"
"bgh00534","blue"
"bgh02358","turquoise"
"bgh00299","turquoise"
"bgh01773","blue"
"bgh05030","turquoise"
"bgh05113","turquoise"
"bgh05116","red"
"bgh00824","yellow"
"bgh04202","green"
"bgh02439","turquoise"
"bgh05118","green"
"bgh04623","brown"
"bgh02410","brown"
"bgh05122","brown"
"bghG003896000002001","brown"
"bgh03852","brown"
"bgh00938","brown"
"bgh06381","brown"
"bgh06366","blue"
"bgh05140","brown"
"bgh00939","blue"
"bgh04600","turquoise"
"bgh05362","turquoise"
"bghG003898000001001","red"
"bgh03377","turquoise"
"bgh04678","brown"
"bgh06416","green"
"bgh04616","magenta"
"bgh05627","red"
"bgh03619","magenta"
"bgh00870","yellow"
"bgh03819","yellow"
"bgh04147","turquoise"
"bgh00876","magenta"
"bgh04850","blue"
"bgh00877","red"
"bgh05671","brown"
"bgh00532","brown"
"bgh00872","brown"
"bghG003932000001001","yellow"
"bgh00875","green"
"bgh04849","turquoise"
"bgh00873","turquoise"
"bgh00874","brown"
"bgh04151","yellow"
"bghG003932000002001","yellow"
"bgh00600","brown"
"bgh04154","brown"
"bghG003933000001001","yellow"
"bgh04847","yellow"
"bghG003933000002001","yellow"
"bgh03382","green"
"bgh05742","green"
"bgh00666","yellow"
"bgh06630","magenta"
"bgh05762","blue"
"bgh00118","turquoise"
"bgh06047","green"
"bghG003936000001001","brown"
"bgh06855","brown"
"bgh04144","black"
"bgh04199","turquoise"
"bgh04181","blue"
"bgh04183","green"
"bgh04825","turquoise"
"bgh03888","turquoise"
"bgh04179","turquoise"
"bgh06411","brown"
"bgh04174","turquoise"
"bghG003939000001001","brown"
"bghG003939000002001","brown"
"bghG003939000003001","turquoise"
"bgh00360","blue"
"bgh04180","turquoise"
"bgh04201","turquoise"
"bgh04932","turquoise"
"bgh03882","yellow"
"bgh01551","blue"
"bgh01825","brown"
"bgh03569","brown"
"bgh00752","blue"
"bghG003944000001001","pink"
"bghG003944000002001","turquoise"
"bgh05950","red"
"bgh02818","brown"
"bgh04788","yellow"
"bgh03563","purple"
"bgh06712","blue"
"bgh03480","blue"
"bgh03482","turquoise"
"bgh03560","blue"
"bgh00052","yellow"
"bgh01668","yellow"
"bgh01669","yellow"
"bgh03552","yellow"
"bgh05974","yellow"
"bgh03509","turquoise"
"bgh00780","blue"
"bgh03557","red"
"bgh03530","turquoise"
"bgh03550","green"
"bgh03512","brown"
"bgh04197","turquoise"
"bgh03536","brown"
"bghG003962000001001","turquoise"
"bgh02693","blue"
"bgh03592","yellow"
"bgh03864","turquoise"
"bgh04142","turquoise"
"bgh04921","brown"
"bgh01751","blue"
"bgh04141","turquoise"
"bgh04185","turquoise"
"bgh01739","yellow"
"bgh04184","green"
"bgh04198","green"
"bgh03276","pink"
"bgh06387","turquoise"
"bgh03050","turquoise"
"bgh03496","brown"
"bgh03663","green"
"bghG003972000001001","turquoise"
"bgh00790","blue"
"bgh03829","magenta"
"bgh05114","brown"
"bgh02688","pink"
"bgh02692","pink"
"bgh00173","yellow"
"bgh02691","green"
"bgh06826","red"
"bgh05396","yellow"
"bghG003973000001001","green"
"bgh00285","green"
"bgh00070","turquoise"
"bgh02756","blue"
"bgh02758","turquoise"
"bgh06337","yellow"
"bgh04239","yellow"
"bghG003977000001001","yellow"
"bgh02755","blue"
"bgh00571","turquoise"
"bgh02400","brown"
"bgh03622","red"
"bgh02754","magenta"
"bgh04237","turquoise"
"bgh02913","yellow"
"bgh00221","yellow"
"bgh00222","purple"
"bgh00231","blue"
"bgh04049","blue"
"bgh04240","pink"
"bghG003977000002001","blue"
"bgh02752","blue"
"bgh02841","turquoise"
"bgh04230","blue"
"bgh00223","brown"
"bgh00233","brown"
"bgh04232","turquoise"
"bghG003981000001001","green"
"bgh00761","green"
"bgh00787","brown"
"bgh04242","brown"
"bgh04247","brown"
"bgh05321","brown"
"bghG003983000001001","turquoise"
"bgh04297","turquoise"
"bgh00766","yellow"
"bgh04298","turquoise"
"bgh04299","blue"
"bgh05535","turquoise"
"bgh04236","blue"
"bgh04300","turquoise"
"bgh03588","blue"
"bgh03587","turquoise"
"bgh04235","brown"
"bgh02956","blue"
"bgh02957","brown"
"bgh02960","turquoise"
"bgh02961","blue"
"bgh02829","yellow"
"bgh03581","turquoise"
"bgh05132","blue"
"bgh04301","yellow"
"bgh00785","yellow"
"bgh00784","yellow"
"bgh04302","blue"
"bgh00988","turquoise"
"bgh05028","brown"
"bgh06922","turquoise"
"bgh01833","brown"
"bgh01838","turquoise"
"bgh00004","brown"
"bgh04303","green"
"bgh01302","turquoise"
"bgh01271","yellow"
"bghG004005000001001","blue"
"bghG004007000001001","blue"
"bgh01381","green"
"bgh01281","pink"
"bgh01300","blue"
"bghG004008000001001","blue"
"bgh05700","brown"
"bgh01280","red"
"bgh01315","green"
"bgh06364","brown"
"bgh06556","pink"
"bgh02821","blue"
"bgh01294","brown"
"bgh00177","green"
"bgh01286","black"
"bgh01290","turquoise"
"bgh01296","red"
"bghG004010000001001","turquoise"
"bgh01860","blue"
"bgh05071","blue"
"bgh01283","green"
"bgh01303","magenta"
"bghG004010000002001","turquoise"
"bgh00268","red"
"bgh02797","brown"
"bgh03313","turquoise"
"bgh05456","green"
"bgh01439","turquoise"
"bgh01438","turquoise"
"bgh01440","blue"
"bgh06622","brown"
"bgh00778","blue"
"bghG004024000001001","green"
"bgh01437","green"
"bgh04018","green"
"bgh06658","turquoise"
"bgh02673","blue"
"bgh04737","blue"
"bgh06955","blue"
"bgh02661","brown"
"bgh02676","turquoise"
"bgh04741","red"
"bgh06915","turquoise"
"bgh01671","yellow"
"bgh02670","turquoise"
"bgh01672","yellow"
"bgh04751","yellow"
"bgh04755","blue"
"bgh04763","turquoise"
"bgh04767","yellow"
"bgh01805","black"
"bgh01707","green"
"bgh01790","brown"
"bgh01809","black"
"bgh00930","yellow"
"bgh00931","blue"
"bgh06469","green"
"bgh02196","turquoise"
"bgh02784","red"
"bgh02205","brown"
"bgh02281","red"
"bgh06467","turquoise"
"bgh00361","brown"
"bgh02509","turquoise"
"bgh01428","green"
"bgh03612","magenta"
"bgh04955","blue"
"bgh02380","brown"
"bgh05012","blue"
"bgh00292","turquoise"
"bgh01766","yellow"
"bgh02364","blue"
"bgh02204","blue"
"bgh02206","blue"
"bgh02208","blue"
"bgh05514","brown"
"bghG004099000001001","turquoise"
"bgh02201","brown"
"bgh05013","blue"
"bgh05014","pink"
"bgh05635","yellow"
"bgh01658","green"
"bgh06132","purple"
"bghG004101000001001","yellow"
"bgh02199","red"
"bgh02198","blue"
"bgh04124","turquoise"
"bgh02209","turquoise"
"bgh01528","yellow"
"bgh00764","blue"
"bgh03031","brown"
"bgh03035","turquoise"
"bgh00944","pink"
"bgh01376","turquoise"
"bgh01396","brown"
"bgh01278","turquoise"
"bgh05493","magenta"
"bgh06674","red"
"bgh00943","brown"
"bgh00087","turquoise"
"bghG004129000001001","brown"
"bgh00318","brown"
"bghG004129000002001","brown"
"bghG004129000003001","red"
"bgh01364","blue"
"bgh01398","yellow"
"bgh06512","turquoise"
"bgh01378","black"
"bgh01395","turquoise"
"bgh04666","blue"
"bgh01361","turquoise"
"bgh01379","yellow"
"bgh02324","turquoise"
"bghG004133000001001","brown"
"bgh01862","yellow"
"bgh01885","blue"
"bgh05309","brown"
"bghG004158000001001","brown"
"bgh03553","purple"
"bgh05369","yellow"
"bgh02303","yellow"
"bghG004165000002001","turquoise"
"bgh01994","turquoise"
"bgh01996","magenta"
"bgh05279","blue"
"bgh06584","brown"
"bgh06935","blue"
"bghG004165000001001","yellow"
"bgh00659","red"
"bgh01992","yellow"
"bgh06541","red"
"bgh00850","turquoise"
"bgh05161","brown"
"bgh05183","turquoise"
"bgh00181","green"
"bgh00758","magenta"
"bgh01990","brown"
"bghG004172000002001","brown"
"bgh01401","brown"
"bgh01403","yellow"
"bghG004177000002001","turquoise"
"bgh04498","yellow"
"bghG004177000001001","green"
"bgh00322","blue"
"bgh00940","red"
"bgh04494","blue"
"bgh05345","turquoise"
"bgh01402","yellow"
"bgh04495","black"
"bgh06886","yellow"
"bgh00414","brown"
"bgh04499","blue"
"bgh04496","turquoise"
"bgh02580","brown"
"bgh06568","blue"
"bghG004185000001001","pink"
"bgh03069","pink"
"bgh00741","turquoise"
"bghG004211000001001","brown"
"bgh02520","blue"
"bgh02522","turquoise"
"bgh04384","turquoise"
"bgh05541","turquoise"
"bgh03066","green"
"bgh06691","brown"
"bghG004216000001001","brown"
"bgh02445","yellow"
"bghG004218000001001","blue"
"bghG004219000001001","yellow"
"bgh00096","turquoise"
"bgh05197","red"
"bgh05224","yellow"
"bgh05226","turquoise"
"bgh02583","yellow"
"bghG004221000001001","green"
"bgh05194","blue"
"bgh06001","blue"
"bghG004225000001001","brown"
"bgh00266","blue"
"bgh05619","brown"
"bghG004231000001001","turquoise"
"bgh06583","green"
"bgh05220","turquoise"
"bgh05795","turquoise"
"bgh05191","turquoise"
"bgh03766","red"
"bgh05228","blue"
"bgh05240","blue"
"bgh04288","green"
"bgh04878","blue"
"bgh05210","yellow"
"bgh06151","red"
"bgh06579","yellow"
"bgh04308","blue"
"bgh05222","yellow"
"bgh04307","yellow"
"bgh06520","turquoise"
"bghG004240000002001","blue"
"bgh05195","blue"
"bgh05814","green"
"bgh05223","yellow"
"bgh03974","blue"
"bgh03976","blue"
"bgh04278","brown"
"bgh05215","turquoise"
"bgh04998","brown"
"bgh00248","green"
"bghG004252000001001","brown"
"bgh00150","red"
"bgh05214","turquoise"
"bgh05227","green"
"bgh05225","turquoise"
"bgh05247","brown"
"bgh02397","red"
"bghG004260000001001","turquoise"
"bghG004268000001001","turquoise"
"bgh06216","blue"
"bgh06471","blue"
"bgh01779","blue"
"bgh01764","blue"
"bgh01772","red"
"bgh03800","pink"
"bgh03834","turquoise"
"bgh02953","green"
"bgh03338","blue"
"bgh05110","turquoise"
"bgh05151","red"
"bghG004293000001001","turquoise"
"bgh01234","brown"
"bgh06435","pink"
"bgh01242","yellow"
"bgh06202","blue"
"bgh06215","brown"
"bgh02467","black"
"bgh01236","turquoise"
"bgh04981","turquoise"
"bgh00337","yellow"
"bgh00435","turquoise"
"bgh02408","blue"
"bgh04980","magenta"
"bgh01237","brown"
"bgh01239","yellow"
"bgh04979","yellow"
"bgh03865","green"
